"Course Sections Id","Sec Name","Course Sec Meeting Id","Csm Start Date","Csm End Date","Csm Bldg","Csm Room","Csm Start Time","Csm End Time","Csm Monday","Csm Tuesday","Csm Wednesday","Csm Thursday","Csm Friday","Csm Saturday","Csm Sunday","Csm Frequency","Sec Status","Csm Days"
"97496","MATH-110-A","58606","2016/02/04 00:00:00","2016/05/19 00:00:00","OLIN","106","1900/01/01 08:00:00","1900/01/01 09:00:00","Y","","Y","","Y","","","W","A","MWF"
"97497","MATH-110-B","58607","2016/02/04 00:00:00","2016/05/19 00:00:00","OLIN","106","1900/01/01 12:15:00","1900/01/01 13:15:00","Y","","Y","","Y","","","W","A","MWF"
"97969","REL-101-D","58608","2016/02/04 00:00:00","2016/05/19 00:00:00","OLIN","105","1900/01/01 14:30:00","1900/01/01 16:00:00","","Y","","Y","","","","W","A","TR"
"97970","REL-101-E","58609","2016/02/04 00:00:00","2016/05/19 00:00:00","MAIN","112","1900/01/01 08:00:00","1900/01/01 09:30:00","","Y","","Y","","","","W","A","TR"
"97498","MATH-115-A","58610","2016/02/04 00:00:00","2016/05/19 00:00:00","OLIN","106","1900/01/01 11:00:00","1900/01/01 12:00:00","Y","","Y","","Y","","","W","A","MWF"
"97971","REL-101-F","58611","2016/02/04 00:00:00","2016/05/19 00:00:00","MAIN","112","1900/01/01 11:00:00","1900/01/01 12:30:00","","Y","","Y","","","","W","A","TR"
"97499","MATH-115-B","58612","2016/02/04 00:00:00","2016/05/19 00:00:00","OLIN","104","1900/01/01 12:15:00","1900/01/01 13:15:00","Y","","Y","","Y","","","W","A","MWF"
"97500","MATH-115-C","58613","2016/02/04 00:00:00","2016/05/19 00:00:00","OLIN","106","1900/01/01 13:30:00","1900/01/01 14:30:00","Y","","Y","","Y","","","W","A","MWF"
"98103","MATH-115-D","58614","2016/02/04 00:00:00","2016/05/19 00:00:00","OLIN","104","1900/01/01 14:45:00","1900/01/01 15:45:00","Y","","Y","","Y","","","W","A","MWF"
"97972","REL-101-G","58615","2016/02/04 00:00:00","2016/05/19 00:00:00","MAIN","111","1900/01/01 08:00:00","1900/01/01 09:00:00","Y","","Y","","Y","","","W","A","MWF"
"97973","REL-101-H","58616","2016/02/04 00:00:00","2016/05/19 00:00:00","MAIN","111","1900/01/01 09:15:00","1900/01/01 10:15:00","Y","","Y","","Y","","","W","A","MWF"
